source_candidate_id	normalized_lemma	pos	yaitron_entry_id	translation_en	similar_translations_en	headword_entry_count	headword_pos_values	translation_zh_tw_candidate	candidate_status
th5000-cand-20260708-1969	รัฐมนตรี	n	5830	minister	cabinet minister	1	n	部長	authored_needs_review
th5000-cand-20260708-1973	ทัพ	n	24823	troops	armed forces; army; forces	1	n	軍隊	authored_needs_review
th5000-cand-20260708-1977	ทวี	v	24422	multiply	increase, add	1	v	乘	authored_needs_review
th5000-cand-20260708-1980	รีต	n	26580	custom	tradition; ritual; convention	1	n	風俗	authored_needs_review
th5000-cand-20260708-1983	กระจาย	v	29603	disperse	diffuse; dispel; scatter; dissipate	3	v	分散	authored_needs_review
th5000-cand-20260708-1986	เรียบร้อย	v	6881	be polite	be courteous; be well-behaved; be gracious; be well-mannered	3	v	有禮貌	authored_needs_review
th5000-cand-20260708-1989	ลดลง	v	17488	become lower	subside; diminish	1	v	變得更低	authored_needs_review
th5000-cand-20260708-1992	แผนที่	n	9416	map		1	n	地圖	authored_needs_review
th5000-cand-20260708-1995	โทษ	n	11920	wicked things	evil; wickedness	3	n;v	邪惡的事情	authored_needs_review
th5000-cand-20260708-1999	ตำรวจ	n	21503	police	policeman; cop; constable; police constable	1	n	警察	authored_needs_review
th5000-cand-20260708-2002	ข้อกำหนด	n	32350	regulation	rule; condition; principle	1	n	規定	authored_needs_review
th5000-cand-20260708-2005	กราย	n	30063	Spotted featherback	Notopterus chitala	3	n;v	七星飛刀魚	authored_needs_review
th5000-cand-20260708-2009	รสชาติ	n	26436	taste	flavour; savour	1	n	味道；風味	authored_needs_review
th5000-cand-20260708-2012	คัดเลือก	v	11689	choose	select; pick; assort	1	v	選擇	authored_needs_review
th5000-cand-20260708-2015	การควบ	n	31907	gallop		1	n	奔馳；疾馳	authored_needs_review
th5000-cand-20260708-2018	ผลตอบแทน	n	16788	reward	compensation; bonus	1	n	報酬	authored_needs_review
th5000-cand-20260708-2021	ขุม	n	10874	pit	cavity; hole	2	n	坑	authored_needs_review
th5000-cand-20260708-2024	แม้แต่	conj	4360	even		1	conj	甚至	authored_needs_review
th5000-cand-20260708-2027	ธรรมดา	adj	34767	ordinary	common; usual; regular	2	adj;adv	普通的	authored_needs_review
th5000-cand-20260708-2030	การเมือง	n	30730	politics	political affairs	1	n	政治	authored_needs_review
th5000-cand-20260708-2033	ประสา	n	27637	manner	way; style; conduct; pattern; course of action	1	n	方式	authored_needs_review
th5000-cand-20260708-2038	พันธมิตร	n	14570	alliance	ally; association; partnership; coalition	2	n	聯盟	authored_needs_review
th5000-cand-20260708-2041	แต้ม	n	23055	strategy	tactics; tact; finesse	4	n;v	策略	authored_needs_review
th5000-cand-20260708-2045	ทนทาน	v	23575	endure	bear; stand; be durable	1	v	忍受	authored_needs_review
th5000-cand-20260708-2048	ร่วมงาน	v	526	work together		2	v	一起工作	authored_needs_review
th5000-cand-20260708-2051	ระบาย	n	9324	ornamental fringe		4	n;v	裝飾流蘇	authored_needs_review
th5000-cand-20260708-2054	ขอนแก่น	n	32436	Khon Kaen		1	n	孔敬	authored_needs_review
th5000-cand-20260708-2057	เค้า	n	12609	sign	indication; token	2	n	符號	authored_needs_review
th5000-cand-20260708-2060	คบ	n	31070	crotch	torch	2	n;v	襠	authored_needs_review
th5000-cand-20260708-2064	ศักย	adj	18461	able	capable; possible	1	adj	有能力的	authored_needs_review
th5000-cand-20260708-2067	เงินทุน	n	12925	capital	cost; asset	1	n	首都	authored_needs_review
th5000-cand-20260708-2072	แต่ว่า	conj	8765	but	however	1	conj	但	authored_needs_review
th5000-cand-20260708-2075	ก่อนหน้า	adp	31445	before	beforehand	2	conj;prep	前	authored_needs_review
th5000-cand-20260708-2078	เหย	adj	36536	wry	woebegone; woeful; warped	1	adj	愁苦的；扭曲的	authored_needs_review
th5000-cand-20260708-2082	ศักยภาพ	n	2957	latency		2	n	延遲	authored_needs_review
th5000-cand-20260708-2085	สมาร์ท	v	40568	smart	elegant; stylish; dashing	1	v	時髦有型	authored_needs_review
th5000-cand-20260708-2089	เบื่อ	v	38769	be bored with	be tired of; be fed up with; be sick of; be weary of	2	v	厭倦	authored_needs_review
th5000-cand-20260708-2092	ติว	v	12420	cram for an examination	study; mug up; swot	1	v	臨時抱佛腳準備考試	authored_needs_review
th5000-cand-20260708-2095	กาก	n	31655	garbage	waste; rubbish	1	n	垃圾	authored_needs_review
th5000-cand-20260708-2098	เฮง	v	19603	be fortunate	be lucky	2	adj;v	幸運；有好運	authored_needs_review
th5000-cand-20260708-2101	พรรค	n	14058	party	group	1	n	派對	authored_needs_review
th5000-cand-20260708-2106	ยุติ	v	9397	end	terminate; cease; finish; stop; come to an end; wind up; culminate	1	v	結束；終止	authored_needs_review
th5000-cand-20260708-2109	แน่ใจ	v	8539	be sure	be confident; be certain; be convinced	1	v	確定；有把握	authored_needs_review
th5000-cand-20260708-2113	เรื่อยๆ	adv	38431	slowly	unhurriedly; leisurely; tardily	1	adv	慢慢地	authored_needs_review
th5000-cand-20260708-2117	หนู	n	20832	rat	mouse	1	n	鼠	authored_needs_review
th5000-cand-20260708-2120	ภูมิภาค	n	2829	provincial part		3	adj;n	地區；地方	authored_needs_review
th5000-cand-20260708-2124	รับมือ	v	5837	cope with	deal with; encounter; meet; oppose; withstand	1	v	應付	authored_needs_review
th5000-cand-20260708-2128	สิทธิพิเศษ	n	20459	privilege	prerogative; perquisite	1	n	特權	authored_needs_review
th5000-cand-20260708-2131	กลัก	n	22319	small case	box (of matches); square paper box	2	clas;n	小箱子	authored_needs_review
th5000-cand-20260708-2135	มหาชน	n	11967	crowd	throng; group; community	1	n	人群	authored_needs_review
th5000-cand-20260708-2138	แนวโน้ม	n	3652	tendency		1	n	趨勢	authored_needs_review
th5000-cand-20260708-2143	สธ	n	1652	Ministry of Public Health		1	n	公共衛生部	authored_needs_review
th5000-cand-20260708-2146	อิเล็กทรอนิกส์	n	4554	electronics		1	n	電子學；電子設備	authored_needs_review
th5000-cand-20260708-2149	จัดเก็บ	v	151	store	hoard; gather; collect; stash; stockpile; accumulate	2	v	儲存；收藏	authored_needs_review
th5000-cand-20260708-2152	เลขเด็ด	n	4723	lucky number	cool number	1	n	幸運數字	authored_needs_review
th5000-cand-20260708-2155	สยาม	n	7323	Siam		1	n	暹羅	authored_needs_review
th5000-cand-20260708-2160	คิว	n	11266	cubic		3	n	立方	authored_needs_review
th5000-cand-20260708-2163	ประกอบด้วย	v	2706	feature		1	v	包含；由……組成	authored_needs_review
th5000-cand-20260708-2166	ชิน	v	28440	be accustomed to	be used to; be familiar with	1	v	習慣	authored_needs_review
th5000-cand-20260708-2170	ตั้งอยู่	v	21439	be in	maintain; remain	2	v	處於	authored_needs_review
th5000-cand-20260708-2175	วิก	n	35720	wig	hairpiece	1	n	假髮	authored_needs_review
th5000-cand-20260708-2178	ลอน	n	6014	undulation	wave; curl; ridge	1	n	波動	authored_needs_review
th5000-cand-20260708-2181	เลี่ยง	v	35696	avoid	evade; be evasive	1	v	避免	authored_needs_review
th5000-cand-20260708-2184	ประเด็น	n	27133	point	issue; keystone; gist; aspect	1	n	觀點	authored_needs_review
th5000-cand-20260708-2187	พาณิชย์	n	14621	commerce	trade; business; commercial affair; sales	2	n	商業	authored_needs_review
th5000-cand-20260708-2191	เฉลิม	v	5152	glorify	eulogize; extol; exalt; enhance one's prestige	1	v	頌揚	authored_needs_review
th5000-cand-20260708-2195	หมายถึง	v	12020	be	is; am; are; mean	1	v	是	authored_needs_review
th5000-cand-20260708-2198	คูณ	v	12186	multiply		1	v	乘	authored_needs_review
th5000-cand-20260708-2202	ให้ความสำคัญ	v	38355	give precedence (to)	place importance (on); give priority (to); see (something) as important	2	v	優先考慮	authored_needs_review
th5000-cand-20260708-2206	ความหมาย	n	11430	meaning	sense; denotation	2	n	意義	authored_needs_review
th5000-cand-20260708-2209	รถตู้	n	26272	van		1	n	廂型車	authored_needs_review
th5000-cand-20260708-2213	แน่ๆ	adv	16085	certainly	surely; definitely	1	adv	當然	authored_needs_review
th5000-cand-20260708-2216	จัดจ้า	v	38376	be bright	be shining; be radiant	1	v	明亮	authored_needs_review
th5000-cand-20260708-2219	เทา	adj	8433	gray	grey	1	adj	灰色的	authored_needs_review
th5000-cand-20260708-2222	ไขปัญหา	v	38673	answer	solve; reply; response	1	v	回答	authored_needs_review
th5000-cand-20260708-2225	หลีก	v	7759	make way for	make room for; steer clear of	1	v	讓路；避開	authored_needs_review
th5000-cand-20260708-2229	เล็กน้อย	adj	7144	trifling	trivial; petty; unimportant; insignificant; paltry; minor	2	adj;adv	瑣碎的	authored_needs_review
th5000-cand-20260708-2234	ยี่ห้อ	n	4900	manner	characteristic; type; habit	2	n	方式	authored_needs_review
th5000-cand-20260708-2237	สม่ำเสมอ	adv	3113	regularly	always	2	adv	常	authored_needs_review
th5000-cand-20260708-2240	กระแทก	v	29830	hit	bump; crash against; collide; bang (the door); slam (the door)	1	v	打	authored_needs_review
th5000-cand-20260708-2244	ชิด	n	28439	nipa palm	Arenga pinnata	3	adv;n;v	尼帕棕櫚	authored_needs_review
th5000-cand-20260708-2247	การท่องเที่ยว	n	2664	tourism		1	n	旅遊	authored_needs_review
th5000-cand-20260708-2250	ศาสตรา	n	18484	sword	bayonet; saber	1	n	劍	authored_needs_review
th5000-cand-20260708-2253	กำเนิด	n	32057	origin	the birth of noun	3	n;v	起源	authored_needs_review
th5000-cand-20260708-2256	เอกลักษณ์	n	19488	identity		2	n	身分	authored_needs_review
th5000-cand-20260708-2259	เครื่องจักร	n	1766	machine	machinery; engine	2	n	機器	authored_needs_review
th5000-cand-20260708-2262	ภาษาจีน	n	15568	Chinese		1	n	中文；漢語	authored_needs_review
th5000-cand-20260708-2265	ศาสตราจารย์	n	2973	professor		2	n	教授	authored_needs_review
th5000-cand-20260708-2268	มุมมอง	n	15861	view point	angle; aspect; point of view	1	n	觀點	authored_needs_review
th5000-cand-20260708-2271	สมควร	v	7373	should	ought to	2	adv;v	應該	authored_needs_review
th5000-cand-20260708-2274	ธาตุ	n	34817	substance	nature; essence; reality	2	n	物質	authored_needs_review
th5000-cand-20260708-2277	แหว	v	36681	scold	bawl; shout in rebuke; rebuke; bellow; snap	1	v	罵	authored_needs_review
th5000-cand-20260708-2281	ด้านล่าง	adv	8687	below	beneath; under	1	adv	以下	authored_needs_review
th5000-cand-20260708-2284	สว่าง	v	39544	be bright	be brilliant; be blazing; be shining; be ablaze; be luminous	1	v	明亮	authored_needs_review
th5000-cand-20260708-2287	สลาก	n	3833	lots		2	n	籤；抽籤	authored_needs_review
th5000-cand-20260708-2291	ลุย	v	17846	wade	go through; ford	1	v	涉水而行	authored_needs_review
th5000-cand-20260708-2294	ดารา	n	33759	film star	movie star; celebrity; actor; actress; star	2	n	電影明星	authored_needs_review
th5000-cand-20260708-2297	เคลื่อนไหว	v	12590	move	shift	1	v	移動	authored_needs_review
th5000-cand-20260708-2300	ฉาย	v	23955	shine	emit; radiate; illuminate; light up	2	v	閃耀	authored_needs_review
th5000-cand-20260708-2303	เครียด	v	12459	be serious	tense; strain; be nervous; be stern; be taut	2	adj;v	認真點	authored_needs_review
th5000-cand-20260708-2307	ส่งสินค้า	v	3029	transport	carry	2	v	運輸	authored_needs_review
th5000-cand-20260708-2310	ที่เชื่อถือได้	adj	24591	reliable	trust worthy	1	adj	可靠的	authored_needs_review
th5000-cand-20260708-2313	งวง	n	12766	trunk	proboscis	1	n	樹幹	authored_needs_review
th5000-cand-20260708-2317	ผู้บริโภค	n	13626	consumer	customer; buyer; purchaser; shopper	1	n	消費者	authored_needs_review
th5000-cand-20260708-2320	พร้า	n	14209	big knife		1	n	大刀	authored_needs_review
th5000-cand-20260708-2323	ทุกครั้งที่	adv	34395	when	at any time; whenever; no matter when; any time when	1	adv	什麼時候	authored_needs_review
th5000-cand-20260708-2326	อลูมิเนียม	n	4567	aluminium	stainless steel; aluminum	1	n	鋁	authored_needs_review
th5000-cand-20260708-2329	คติ	n	10698	principle	ways; model; method; moral precept	1	n	原則	authored_needs_review
th5000-cand-20260708-2332	ยิ่งกว่า	adv	5718	more…than	even more…than	1	adv	比……更	authored_needs_review
th5000-cand-20260708-2335	การ์ด	n	826	guard		4	n;v	警衛	authored_needs_review
th5000-cand-20260708-2338	ต่อสู้	v	21664	resist	oppose; fight	4	v	抵抗	authored_needs_review
th5000-cand-20260708-2341	สมุนไพร	n	3120	herb		2	n	草本植物	authored_needs_review
th5000-cand-20260708-2344	สินเชื่อ	n	3341	credit		1	n	信用	authored_needs_review
th5000-cand-20260708-2347	ปฏิบัติงาน	v	27211	work		1	v	工作	authored_needs_review
th5000-cand-20260708-2350	ย้ำ	v	11793	clinch		2	v	成交	authored_needs_review
th5000-cand-20260708-2353	สิ้นสุด	v	3344	end	finish; stop	3	v	結尾	authored_needs_review
th5000-cand-20260708-2356	งานวิจัย	n	12843	research	investigation; study	1	n	研究	authored_needs_review
th5000-cand-20260708-2359	สาขาวิชา	n	2582	field		2	n	場地	authored_needs_review
th5000-cand-20260708-2364	ยุติธรรม	adj	16125	neutral	impartial; fair; unprejudiced; unbiased; equitable	2	adj;adv	中性的	authored_needs_review
th5000-cand-20260708-2367	จริต	n	32968	conduct	behaviour; manners	1	n	行為舉止	authored_needs_review
th5000-cand-20260708-2371	โดยทันที	adv	21173	immediately	directly; promptly; instantly; suddenly; abruptly	1	adv	立即地	authored_needs_review
th5000-cand-20260708-2375	ยอดฮิต	adj	26990	top hit		1	adj	熱門	authored_needs_review
th5000-cand-20260708-2379	หวน	v	7774	turn back	return	1	v	折回	authored_needs_review
th5000-cand-20260708-2383	รายเดือน	adj	5875	monthly		1	adj	每月	authored_needs_review
th5000-cand-20260708-2386	จำรัส	v	38375	be brilliant	radiant; be bright; be shining	1	v	表現出色	authored_needs_review
th5000-cand-20260708-2389	ประกันภัย	n	27091	insurance		1	n	保險	authored_needs_review
th5000-cand-20260708-2392	เฟอร์นิเจอร์	n	4414	furniture		1	n	家具	authored_needs_review
th5000-cand-20260708-2397	คุณค่า	n	12279	worth	value	1	n	價值	authored_needs_review
th5000-cand-20260708-2401	มละ	v	28203	discard	abandon; throw away; forsake	1	v	丟棄	authored_needs_review
th5000-cand-20260708-2406	คล้อง	v	32504	hook	lace; lasso; snare; be hold of; hang	3	v	鉤	authored_needs_review
th5000-cand-20260708-2409	รับได้	v	4925	accept	admit	2	v	接受	authored_needs_review
th5000-cand-20260708-2412	ยมก	n	26934	the repeat symbol of Thai writing system represented by ๆ	the repetitive sign	2	n	ๆ 代表的泰語書寫系統的重複符號	authored_needs_review
th5000-cand-20260708-2415	ครัน	adv	31157	very	much; many; quite; really	1	adv	非常	authored_needs_review
th5000-cand-20260708-2418	นครราชสีมา	n	34883	Nakhon Ratchasima		1	n	呵叻	authored_needs_review
th5000-cand-20260708-2422	ซด	v	28764	sip	nip; imbibe	2	v	啜飲	authored_needs_review
th5000-cand-20260708-2427	ลอม	n	17591	heaped grain		3	adj;n;v	堆積的穀物	authored_needs_review
th5000-cand-20260708-2430	พวงหรีด	n	14396	wreath		1	n	花圈	authored_needs_review
th5000-cand-20260708-2433	พร้อมด้วย	conj	14099	together with	along with; be in accompany with	1	conj	與...一起	authored_needs_review
th5000-cand-20260708-2436	ล้น	v	35664	overflow	overwhelm; flow over the edge	2	v	溢出	authored_needs_review
th5000-cand-20260708-2439	คลาสสิก	n	913	classic		3	adj;n	經典作品；經典	authored_needs_review
th5000-cand-20260708-2442	เนียน	v	37649	be delicate	be velvety; be soft; be silky	2	adj;v	要精緻	authored_needs_review
th5000-cand-20260708-2446	หลีกเลี่ยง	v	7760	avoid	evade	1	v	避免	authored_needs_review
th5000-cand-20260708-2449	ดอลลาร์	clf	33672	dollar		1	clas	美元	authored_needs_review
th5000-cand-20260708-2452	เพาะ	v	38798	culture	grow	2	v	培養；培育	authored_needs_review
th5000-cand-20260708-2455	เคลือบ	v	12591	enamel	coat; decorate; cover	2	v	搪瓷	authored_needs_review
th5000-cand-20260708-2458	ความเสียหาย	n	11567	damage	harm	1	n	損害	authored_needs_review
th5000-cand-20260708-2462	ซอง	n	28700	envelope	case; wrapping	3	clas;n	信封	authored_needs_review
th5000-cand-20260708-2465	เกือบ	adv	10010	nearly	almost; shortly; closely	1	adv	幾乎	authored_needs_review
th5000-cand-20260708-2468	รื้อ	n	6828	name of Thai tune		3	n;v	泰國歌曲名稱	authored_needs_review
th5000-cand-20260708-2471	ความผิด	n	32827	mistake	error; fault; wrong	2	n	錯誤	authored_needs_review
th5000-cand-20260708-2474	สมุทรปราการ	n	18716	Samut Prakan		1	n	北欖府	authored_needs_review
th5000-cand-20260708-2477	เพียงพอ	v	9588	suffice	be adequate; be ample; be enough; be sufficient; meet requirements	3	adj;adv;v	足夠；充足	authored_needs_review
th5000-cand-20260708-2481	บุก	n	40344	Amorphophallus campanulatus Bl. ex Decne	a kind of plant	5	det;n;v	魔芋	authored_needs_review
th5000-cand-20260708-2484	สิว	n	20451	pimple	papule; pustule	1	n	疙瘩	authored_needs_review
th5000-cand-20260708-2487	ทีเด็ด	n	24646	good strategy		1	n	好策略	authored_needs_review
th5000-cand-20260708-2491	มีประโยชน์	v	16131	be valuable	be precious	1	v	有價值	authored_needs_review
th5000-cand-20260708-2494	ย้อนกลับ	v	541	turn back	return; retrace; go back	1	v	折回	authored_needs_review
th5000-cand-20260708-2499	เป็นระบบ	adj	35282	systematic		1	adj	系統的	authored_needs_review
th5000-cand-20260708-2502	ฮานอย	n	19470	Hanoi		1	n	河內	authored_needs_review
th5000-cand-20260708-2505	ได้ผล	v	21244	be effective	work	1	v	有效	authored_needs_review
th5000-cand-20260708-2508	คนใน	n	31004	insider	member	1	n	內部人士；內部成員	authored_needs_review
th5000-cand-20260708-2511	ศิลปิน	n	2990	artist		3	n	藝術家	authored_needs_review
th5000-cand-20260708-2514	พัฒนาการ	n	14538	development	growth; progress	1	n	發展	authored_needs_review
th5000-cand-20260708-2517	ส่งออก	v	40556	export	send abroad	2	adj;v	出口	authored_needs_review
th5000-cand-20260708-2520	นักท่องเที่ยว	n	35085	tourist	traveler	1	n	遊客	authored_needs_review
th5000-cand-20260708-2524	การขับ	n	31871	driving		2	n	駕駛	authored_needs_review
th5000-cand-20260708-2527	สิริ	n	20423	fortune	grace, luck	2	n;v	財富	authored_needs_review
th5000-cand-20260708-2532	เข้ารหัส	v	4006	enter the code		2	v	輸入代碼	authored_needs_review
th5000-cand-20260708-2535	การขนส่ง	n	2661	shipping		1	n	運輸；航運	authored_needs_review
th5000-cand-20260708-2538	นักแสดง	n	35153	actor	player; performer; actress; star	1	n	演員	authored_needs_review
th5000-cand-20260708-2542	ยินยอม	v	9349	consent	agree; assent; approval; allow	1	v	同意	authored_needs_review
th5000-cand-20260708-2545	เวน	v	18354	transfer	give; hand over; present	1	v	轉移	authored_needs_review
th5000-cand-20260708-2549	เป็นอันตราย	v	16137	be bad	be harmful; be hazardous; be dangerous	1	v	有害；危險	authored_needs_review
th5000-cand-20260708-2553	รั่ว	v	11879	leak out	become known to the public	2	v	洩漏	authored_needs_review
th5000-cand-20260708-2558	พับ	v	14591	cancel	strike out; write off	3	clas;v	取消	authored_needs_review
th5000-cand-20260708-2561	หลังจากที่	adv	4477	after		1	adv	後	authored_needs_review
th5000-cand-20260708-2565	นิจ	adv	25360	habitually	regularly; constantly	1	adv	習慣性地	authored_needs_review
th5000-cand-20260708-2568	เข้มข้น	v	10837	be full-flavoured	be rich; be strong	1	v	味道濃郁	authored_needs_review
th5000-cand-20260708-2572	เครื่องบิน	n	12395	plane	aircraft; aeroplane; airplane; airship	1	n	飛機	authored_needs_review
th5000-cand-20260708-2575	รวดเร็วทันใจ	adv	534	fast	quickly; swiftly; rapidly; speedily	1	adv	快速地	authored_needs_review
th5000-cand-20260708-2580	วิญญาณ	n	7182	soul	spirit	1	n	靈魂	authored_needs_review
th5000-cand-20260708-2583	แผง	n	4841	stall	stand	2	n	攤位	authored_needs_review
th5000-cand-20260708-2586	จัดหา	v	33073	provide	procure, obtain; supply	1	v	提供	authored_needs_review
th5000-cand-20260708-2589	เสริมสร้าง	v	38197	reinforce	strengthen; support; fortify	2	v	加強	authored_needs_review
th5000-cand-20260708-2592	ผสมผสาน	v	16851	integrate	combine; blend; mix	1	v	整合	authored_needs_review
th5000-cand-20260708-2596	เปิดโอกาส	v	35285	give an opportunity	give a chance	1	v	給予機會	authored_needs_review
th5000-cand-20260708-2599	จุฬา	n	23608	star-shaped kite	bird-shaped kite	1	n	星形風箏	authored_needs_review
th5000-cand-20260708-2602	เลนส์	n	4393	lens		2	n	鏡片	authored_needs_review
th5000-cand-20260708-2605	ลงตัว	adv	17429	divisibly	without a remainder	1	adv	可整除	authored_needs_review
th5000-cand-20260708-2608	เกษตรกร	n	10021	agriculturist	farmer	1	n	農民；農業工作者	authored_needs_review
th5000-cand-20260708-2611	ขับขี่	v	10501	drive		1	v	駕駛	authored_needs_review
th5000-cand-20260708-2614	ละลาย	v	6035	disappear	vanish; dissolve	3	v	消失	authored_needs_review
th5000-cand-20260708-2617	ทางใน	n	24798	meditation		1	n	冥想	authored_needs_review
th5000-cand-20260708-2621	ตัวละคร	n	21341	character	player	2	n	角色	authored_needs_review
th5000-cand-20260708-2625	สารสนเทศ	n	3295	information		2	n	資訊	authored_needs_review
th5000-cand-20260708-2628	อสังหาริมทรัพย์	n	38536	immovable property	real property; real estate	2	n	不動產	authored_needs_review
th5000-cand-20260708-2631	คาบ	n	11053	plane	plain	4	n;v	飛機	authored_needs_review
th5000-cand-20260708-2634	เดน	n	21000	leftovers	remnants; residue; dregs; remain; leavings	1	n	剩菜	authored_needs_review
th5000-cand-20260708-2637	สหรัฐอเมริกา	n	3179	United States of America		1	n	美國	authored_needs_review
th5000-cand-20260708-2640	ต่อรอง	v	21697	bargain	bet; wager; negotiate; haggle	1	v	討價還價；議價	authored_needs_review
th5000-cand-20260708-2643	แว่น	n	2934	glasses	spectacles	4	n	眼鏡	authored_needs_review
th5000-cand-20260708-2647	มณฑล	n	5520	precinct	circle; county; province; circumference	1	n	轄區	authored_needs_review
th5000-cand-20260708-2650	ลาบ	n	6055	minced meat (with vegetable and chilli)	spicy minced meat salad	1	n	肉末（配蔬菜和辣椒）	authored_needs_review
th5000-cand-20260708-2653	เปอร์เซ็นต์	n	15899	percentage	percent; per cent	3	clas;n	百分比	authored_needs_review
th5000-cand-20260708-2656	ขีดจำกัด	n	10293	limitation	restriction	1	n	限制	authored_needs_review
th5000-cand-20260708-2659	พร้อมกัน	adv	14095	at the same time	simultaneously; meanwhile; in the meantime	1	adv	同時	authored_needs_review
th5000-cand-20260708-2662	ตามกฎหมาย	adv	3	according to law	according to the law; legally	1	adv	依法	authored_needs_review
th5000-cand-20260708-2665	เสียเวลา	v	2346	waste time	lose time	1	v	浪費時間	authored_needs_review
th5000-cand-20260708-2669	มูลนิธิ	n	5605	foundation		1	n	基金會	authored_needs_review
th5000-cand-20260708-2672	ปริญญาตรี	n	27438	bachelor's degree		1	n	學士學位	authored_needs_review
th5000-cand-20260708-2675	ความแข็ง	n	38003	hardness		1	n	硬度	authored_needs_review
th5000-cand-20260708-2678	ที่ปรึกษา	n	34317	adviser	consultant; counselor; counselor; advisor	1	n	顧問	authored_needs_review
th5000-cand-20260708-2682	โดยเฉพาะอย่างยิ่ง	adv	21162	especially	particularly; in particular	1	adv	尤其	authored_needs_review
th5000-cand-20260708-2685	ความจริง	n	37836	truth	fact; actuality	1	n	真相	authored_needs_review
th5000-cand-20260708-2688	สับ	v	39580	chop	cut; slit open; break open; mince; hash	1	v	劈	authored_needs_review
th5000-cand-20260708-2692	สงขลา	n	18560	Songkhla		1	n	宋卡府	authored_needs_review
th5000-cand-20260708-2695	มิค	n	16059	deer		2	n	鹿	authored_needs_review
th5000-cand-20260708-2700	ไข้	n	10654	fever		1	n	發燒	authored_needs_review
th5000-cand-20260708-2705	ทำนาย	v	24588	foretell	predict	1	v	預言	authored_needs_review
th5000-cand-20260708-2708	ปรารถนา	v	27401	desire	long for; want; wish; hope for; yearn; aim; aspire	1	v	渴望；希望	authored_needs_review
th5000-cand-20260708-2713	อยู่อาศัย	v	8004	live	settle; inhabit	1	v	居住	authored_needs_review
th5000-cand-20260708-2716	ทำความรู้จัก	v	40281	make oneself known to someone		1	v	讓某人認識自己	authored_needs_review
th5000-cand-20260708-2719	ตราด	n	22372	Trat		1	n	達叻府	authored_needs_review
th5000-cand-20260708-2723	รับใช้	v	5832	compensate	reimburse; repay; indemnify; make reparations	2	v	補償	authored_needs_review
th5000-cand-20260708-2726	ฉุกเฉิน	adj	23978	emergency	crisis; exigent; urgent; critical	1	adj	緊急的	authored_needs_review
th5000-cand-20260708-2729	ประสาน	v	27640	join	link; connect; weld; cement; solder; unite; attach; fasten	1	v	加入	authored_needs_review
th5000-cand-20260708-2732	โว	v	12089	brag	boast; swagger; vaunt; bluster	1	v	吹牛	authored_needs_review
th5000-cand-20260708-2735	เผา	v	9406	roast	bake	8	adj;v	烤	authored_needs_review
th5000-cand-20260708-2738	คลื่น	n	32564	wave	roller; surf; ripple; billow; swell; surge	1	n	海浪	authored_needs_review
th5000-cand-20260708-2742	ทำตาม	v	24544	imitate	copy; obey; follow	1	v	模擬	authored_needs_review
th5000-cand-20260708-2745	แบ่งปัน	v	8582	portion out	distribute; allot; apportion; parcel out; share out; divide	1	v	分配；分攤	authored_needs_review
th5000-cand-20260708-2748	เสพ	v	6513	eat	take; partake; consume	1	v	吃	authored_needs_review
th5000-cand-20260708-2752	ลาภ	n	7001	luck	fortune	1	n	運氣	authored_needs_review
th5000-cand-20260708-2755	คุ้น	v	12315	be familiar	intimate; acquaint; be accustomed; be well-known; be used to; habituate	1	v	熟悉	authored_needs_review
th5000-cand-20260708-2758	ผู้สูงอายุ	n	13707	elder	elderly person; older person; senior	1	n	長者；老年人	authored_needs_review
th5000-cand-20260708-2761	เป็นผล	v	16197	succeed	work; be successful; be fruitful	1	v	成功	authored_needs_review
th5000-cand-20260708-2765	บึง	n	25685	marsh	swamp	1	n	沼澤	authored_needs_review
th5000-cand-20260708-2769	ห้วย	n	7776	brook	stream; creek	1	n	溪	authored_needs_review
th5000-cand-20260708-2773	ลงมา	v	17455	come down	descend	2	adv;v	下來；下降	authored_needs_review
th5000-cand-20260708-2776	เหมือนกับ	conj	38969	like	as; such as; as if; as though; like	1	conj	像；如同	authored_needs_review
th5000-cand-20260708-2779	เตรียมตัว	v	22916	prepare	get ready; make ready	1	v	準備	authored_needs_review
th5000-cand-20260708-2782	ความคุ้มค่า	n	32700	worthiness	value	1	n	價值	authored_needs_review
th5000-cand-20260708-2785	หาบ	n	36360	load		2	n;v	載入	authored_needs_review
th5000-cand-20260708-2788	โคน	n	12688	bishop		2	n	主教	authored_needs_review
th5000-cand-20260708-2791	เก๋	v	9677	be pretty	be sprucy; be smart; be charming; be attractive; be beautiful	2	adj;v	漂亮；好看	authored_needs_review
th5000-cand-20260708-2795	พารา	n	14655	town	city	1	n	鎮	authored_needs_review
th5000-cand-20260708-2798	ตูด	n	22839	anus	buttocks; bottom; rump	2	n	肛門	authored_needs_review
th5000-cand-20260708-2801	ชิ้นส่วน	n	28448	component	element; accessory; constituent; part	2	n	成分	authored_needs_review
th5000-cand-20260708-2804	บุ๊ค	v	25690	book	arrange for; make reservations	1	v	預訂；訂購	authored_needs_review
th5000-cand-20260708-2807	ไวรัส	n	2947	virus		3	n	病毒	authored_needs_review
th5000-cand-20260708-2810	ผ่อนคลาย	v	16866	relax	alleviate; ease up; moderate; mitigate; relieve	1	v	放鬆	authored_needs_review
th5000-cand-20260708-2814	แรงบันดาลใจ	n	2893	inspiration	stimulus	2	n	靈感	authored_needs_review
