source_candidate_id	normalized_lemma	pos	yaitron_entry_id	translation_en	similar_translations_en	headword_entry_count	headword_pos_values	translation_zh_tw_candidate	candidate_status
th5000-cand-20260708-1974	อำนวยการ	v	6795	direct	manage; administer; give orders; supervise	1	v	指揮	authored_needs_review
th5000-cand-20260708-1978	ตัวตน	n	21297	body	shape; physique; form; human body; appearance; substance	2	n	身體	authored_needs_review
th5000-cand-20260708-1981	ประเด	v	27134	overwhelm	heap; pile; load; crowd; give someone the whole amount	1	v	壓倒	authored_needs_review
th5000-cand-20260708-1984	แต่งงาน	v	23028	marry	wed; get married; be married	1	v	結婚	authored_needs_review
th5000-cand-20260708-1987	วุฒ	adj	18335	respectable		3	adj	值得尊敬	authored_needs_review
th5000-cand-20260708-1990	แตน	n	23051	wasp	hornet	1	n	黃蜂	authored_needs_review
th5000-cand-20260708-1993	องค์การ	n	36769	organization	agency	1	n	組織	authored_needs_review
th5000-cand-20260708-1996	สอด	v	35770	insert	place; slip	1	v	插入	authored_needs_review
th5000-cand-20260708-2000	จอก	n	32990	tumbler	glass; drinking glass	1	n	玻璃杯	authored_needs_review
th5000-cand-20260708-2003	ว่าที่	n	35718	acting (as a higher rank)	acting (for)	1	n	候任	authored_needs_review
th5000-cand-20260708-2006	ใจมา	v	23867	be encouraged	be confident; be hopeful; be supported	1	v	受到鼓勵	authored_needs_review
th5000-cand-20260708-2010	วุฒิ	n	6215	qualification		2	n	資格	authored_needs_review
th5000-cand-20260708-2013	ล็อค	v	17572	lock	latch; bolt	1	v	鎖	authored_needs_review
th5000-cand-20260708-2016	ยุโรป	n	5734	Europe		1	n	歐洲	authored_needs_review
th5000-cand-20260708-2019	กระทั่ง	adp	29809	until	through; till; as far as; onward to	1	prep	直到	authored_needs_review
th5000-cand-20260708-2022	แปลก	v	16616	be strange	be odd; queer	2	adj;v	奇怪	authored_needs_review
th5000-cand-20260708-2025	ค่อน	v	11784	incline	tend	3	adv;v	傾斜	authored_needs_review
th5000-cand-20260708-2028	เป็นความ	v	16231	have a case in court	litigate; be involved in a lawsuit; go to law or court; carry on a lawsuit on; file/bring a suit against	1	v	涉訟	authored_needs_review
th5000-cand-20260708-2031	สงวน	v	3025	reserve	keep back; store up; set apart for	2	v	保留	authored_needs_review
th5000-cand-20260708-2035	มัธยม	n	5557	secondary (education)	middle school; high school	2	adj;n	中等教育	authored_needs_review
th5000-cand-20260708-2039	เม็ด	n	4868	seed	grain	3	clas;n	種子	authored_needs_review
th5000-cand-20260708-2042	มิติ	n	5580	dimension	measurement	1	n	尺寸	authored_needs_review
th5000-cand-20260708-2046	ปกครอง	v	27280	govern	rule; administer; administrate	1	v	治理	authored_needs_review
th5000-cand-20260708-2049	กมล	n	29408	heart	mind	2	n	心	authored_needs_review
th5000-cand-20260708-2052	ถ้วน	adv	23226	exactly	correctly; accurately	2	adv;det	精確地	authored_needs_review
th5000-cand-20260708-2055	กวด	v	31323	tighten	twist	2	v	拉緊	authored_needs_review
th5000-cand-20260708-2058	ตึ	adv	34196	stuffy	stale; musty; fusty	1	adv	悶	authored_needs_review
th5000-cand-20260708-2062	ห่าง	v	17648	separate oneself from		3	adv;v	脫離	authored_needs_review
th5000-cand-20260708-2065	ติง	v	21750	admonish	expostulate; remonstrate; object; protest	1	v	告誡	authored_needs_review
th5000-cand-20260708-2068	การป้องกัน	n	9010	prevention	precaution; safeguard; avoidance	1	n	預防	authored_needs_review
th5000-cand-20260708-2073	มุด	v	9249	duck	burrow; go through; dive	1	v	鑽入	authored_needs_review
th5000-cand-20260708-2076	ตั๋ว	n	21316	ticket	bill; note	2	n	票	authored_needs_review
th5000-cand-20260708-2079	ซัก	v	28743	question	interrogate; ask; query; inquire	2	v	詢問	authored_needs_review
th5000-cand-20260708-2083	สูบบุหรี่	v	40703	smoke	inhale; suck	1	v	抽菸	authored_needs_review
th5000-cand-20260708-2087	ความร่วมมือ	n	32876	cooperation		1	n	合作	authored_needs_review
th5000-cand-20260708-2090	รถติด	v	38408	jam (the traffic)	(traffic) be heavy	2	v	堵塞（交通）	authored_needs_review
th5000-cand-20260708-2093	โข	adv	10632	very		1	adv	非常	authored_needs_review
th5000-cand-20260708-2096	สตรี	n	7313	woman	female; girl; lady; feminine	1	n	女人	authored_needs_review
th5000-cand-20260708-2099	ขนาดเล็ก	adj	3495	small-sized	small-scale	1	adj	小型	authored_needs_review
th5000-cand-20260708-2102	แรงงาน	n	2889	labor		3	n	勞動	authored_needs_review
th5000-cand-20260708-2107	วัตถุประสงค์	n	7127	objective	object; aim; goal; purpose	1	n	目標	authored_needs_review
th5000-cand-20260708-2110	ภร	v	15466	support	feed; bring up; raise	1	v	扶養	authored_needs_review
th5000-cand-20260708-2115	ก่ง	v	29219	bend	curve up; draw; arch; flex	2	adj;v	彎曲	authored_needs_review
th5000-cand-20260708-2118	นนทบุรี	n	34895	Nonthaburi		1	n	暖武里府	authored_needs_review
th5000-cand-20260708-2121	ส่วนลด	n	18751	discount	reduction	1	n	折扣	authored_needs_review
th5000-cand-20260708-2125	พาณิช	n	14620	businessman	merchant; tradesman; trader	1	n	商人	authored_needs_review
th5000-cand-20260708-2129	ชื้น	v	28478	be damp	be wet; be moist; be humid; be clammy	1	v	潮濕	authored_needs_review
th5000-cand-20260708-2133	มีชื่อเสียง	v	38804	be famous	be well-known; be renowned; be celebrated; be eminent; be popular	1	v	出名	authored_needs_review
th5000-cand-20260708-2136	ดิบ	adj	38546	uncooked	raw; half-cooked	2	adj	生的	authored_needs_review
th5000-cand-20260708-2140	เพราะว่า	conj	15059	because	because of	1	conj	因為	authored_needs_review
th5000-cand-20260708-2144	พฤติกรรม	n	14263	behaviour	conduct; action; demeanor	1	n	行為	authored_needs_review
th5000-cand-20260708-2147	หรา	adv	20977	quickly	highly	1	adv	快速地	authored_needs_review
th5000-cand-20260708-2150	สมัครงาน	v	655	apply for a job		2	v	申請工作	authored_needs_review
th5000-cand-20260708-2153	สะท้อน	v	3194	reflect	reflex	2	v	反映	authored_needs_review
th5000-cand-20260708-2157	โบราณ	n	38774	ancient	antiquity; antiqueness; artifact	2	adj;n	古物	authored_needs_review
th5000-cand-20260708-2161	เครื่องหมาย	n	12446	mark	symbol; sign; emblem; token; insignia; seal; stamp	1	n	標記	authored_needs_review
th5000-cand-20260708-2164	นวด	v	34955	massage	rub down; caress; stroke; press	2	v	按摩	authored_needs_review
th5000-cand-20260708-2168	ขอให้	v	10432	request	beg; ask	1	v	請求	authored_needs_review
th5000-cand-20260708-2173	เบิก	v	5350	bring	take	4	v	帶來	authored_needs_review
th5000-cand-20260708-2176	ร่อง	n	38832	nook	corner; niche; hole; cubbyhole; cavity; cave	1	n	角落	authored_needs_review
th5000-cand-20260708-2179	ตัวเลข	n	21343	number	figure; digit	2	n	號碼	authored_needs_review
th5000-cand-20260708-2182	ยัก	v	5681	lift	shrug; raise; move up and down	5	aux;v	抬起	authored_needs_review
th5000-cand-20260708-2185	ดะ	adv	33673	uncontrollably	madly; frenziedly	1	adv	失控地	authored_needs_review
th5000-cand-20260708-2188	การท่อง	n	30231	recitation	reciting; rote; repetition	2	n	背誦	authored_needs_review
th5000-cand-20260708-2193	แหละ	part	40818	particle used at the end of a statement to emphasize it		1	end	用於句尾加強語氣的助詞	authored_needs_review
th5000-cand-20260708-2196	พอร์ต	n	14466	port		1	n	連接埠	authored_needs_review
th5000-cand-20260708-2199	ยกเว้น	v	26922	except	exclude; omit; refrain from; abstain from	2	conj;v	排除	authored_needs_review
th5000-cand-20260708-2204	ปลด	v	27468	discharge	dismiss; fire; remove; detach	2	v	解雇	authored_needs_review
th5000-cand-20260708-2207	สาเหตุ	n	3302	cause	reason; determinant	1	n	原因	authored_needs_review
th5000-cand-20260708-2211	เพิ่ง	v	9637	just	just now	1	aux	剛剛	authored_needs_review
th5000-cand-20260708-2214	ข้อจำกัด	n	32414	limitation	restriction	1	n	限制	authored_needs_review
th5000-cand-20260708-2217	ไร่	n	6912	farm	vegetable garden; plantation; ranch; small holding; croft	5	clas;n	農場	authored_needs_review
th5000-cand-20260708-2220	ต้นทุน	n	34062	capital	principal; asset; cost	1	n	資本	authored_needs_review
th5000-cand-20260708-2223	ประมวล	v	27663	codify	collect; compile; combine; gather; systematize	1	v	編纂	authored_needs_review
th5000-cand-20260708-2226	สงคราม	n	3016	war		1	n	戰爭	authored_needs_review
th5000-cand-20260708-2231	ฝุ่น	n	13926	dust	powder	1	n	灰塵	authored_needs_review
th5000-cand-20260708-2235	ความพร้อม	n	3555	readiness	preparedness	1	n	就緒狀態	authored_needs_review
th5000-cand-20260708-2238	แนวคิด	n	8549	idea	concept; thought; notion	1	n	想法	authored_needs_review
th5000-cand-20260708-2241	ประวัติศาสตร์	n	27639	history		1	n	歷史	authored_needs_review
th5000-cand-20260708-2245	รอด	v	4752	succeed	triumph; be successful; accomplish; be victorious	2	v	成功	authored_needs_review
th5000-cand-20260708-2248	สปอร์	n	18637	spore		1	n	孢子	authored_needs_review
th5000-cand-20260708-2251	ถลาก	adv	23209	obliquely		1	adv	斜著	authored_needs_review
th5000-cand-20260708-2254	แก้ไขปัญหา	v	3485	solve	remedy; fix	1	v	解決	authored_needs_review
th5000-cand-20260708-2257	สนามบิน	n	18631	airport	airfield; landing strip; landing ground	1	n	機場	authored_needs_review
th5000-cand-20260708-2260	สวรรค์	n	3166	heaven	paradise	2	n	天堂	authored_needs_review
th5000-cand-20260708-2263	เข้ากับ	adp	10829	with		1	prep	與	authored_needs_review
th5000-cand-20260708-2266	รุนแรง	v	39372	be severe	be violent; be vicious; be excessive; be fierce; be intense; be strong; be sharp; be acute	2	adv;v	嚴重	authored_needs_review
th5000-cand-20260708-2269	ดุล	n	33920	libra	the seventh sign of zodiac	3	n;v	天秤座	authored_needs_review
th5000-cand-20260708-2272	ผู้ใหญ่	n	13717	elder	senior	2	n	長者	authored_needs_review
th5000-cand-20260708-2275	ไม่เพียงแต่	conj	4370	not only		1	conj	不僅	authored_needs_review
th5000-cand-20260708-2279	แคม	n	12654	gunwale	gunnel	1	n	舷緣	authored_needs_review
th5000-cand-20260708-2282	สูท	n	4465	suit		1	n	套裝	authored_needs_review
th5000-cand-20260708-2285	จัดซื้อ	v	3595	purchase	procure	1	v	購買	authored_needs_review
th5000-cand-20260708-2289	เฉียง	adv	28057	askew	obliquely; slantingly	1	adv	歪斜地	authored_needs_review
th5000-cand-20260708-2292	แสดงผล	v	3408	show	display	3	v	顯示	authored_needs_review
th5000-cand-20260708-2295	ย่อม	v	9191	naturally	of course; inevitably; habitually	7	adj;aux	自然而然地	authored_needs_review
th5000-cand-20260708-2298	หลอด	n	7739	straw (for drinking)	tube	1	n	吸管	authored_needs_review
th5000-cand-20260708-2301	ไว้วางใจ	v	18437	trust	confide (in); have confidence in	1	v	信任	authored_needs_review
th5000-cand-20260708-2305	พระพุทธ	n	14150	Buddha	Lord Buddha; image of Buddha	1	n	佛	authored_needs_review
th5000-cand-20260708-2308	สมุน	n	7335	lackey	flunkey; stooge; subordinate; underling; minion; servile; follower; henchman	3	n	走狗	authored_needs_review
th5000-cand-20260708-2311	เทียน	n	8404	candle		2	n	蠟燭	authored_needs_review
th5000-cand-20260708-2315	วิถี	n	12083	way	course; path; road; route; direction	2	n	路徑	authored_needs_review
th5000-cand-20260708-2318	ซอฟต์แวร์	n	28737	software		1	n	軟體	authored_needs_review
th5000-cand-20260708-2321	เข็ม	n	10327	Wrestling Half-Beak	Dermogenus pusillus	3	n	小鶴鱵	authored_needs_review
th5000-cand-20260708-2324	ปิ้ง	v	13321	toast	bake	1	v	烘烤	authored_needs_review
th5000-cand-20260708-2327	ฤดูกาล	n	17392	season		1	n	季節	authored_needs_review
th5000-cand-20260708-2330	ถ่ายทอดสด	v	1111	broadcast live		1	v	直播	authored_needs_review
th5000-cand-20260708-2333	ฝี	n	13897	abscess	boil; pock; pustule	1	n	膿腫	authored_needs_review
th5000-cand-20260708-2336	ฤกษ์	n	17385	auspicious time	auspicious moment; auspicious occasion	1	n	吉時	authored_needs_review
th5000-cand-20260708-2339	การเกษตร	n	31839	agriculture		1	n	農業	authored_needs_review
th5000-cand-20260708-2342	ทองคำ	n	24064	gold		1	n	金	authored_needs_review
th5000-cand-20260708-2345	พร้อมทั้ง	conj	14100	together with	along with; be in accompany with	1	conj	連同	authored_needs_review
th5000-cand-20260708-2348	สังหาร	v	3229	kill	make die; murder; execute; dispatch	1	v	殺	authored_needs_review
th5000-cand-20260708-2351	โยง	v	9380	embroil	concern; implicate; involve; enmesh; entangle	2	v	捲入	authored_needs_review
th5000-cand-20260708-2354	คำปรึกษา	n	11406	suggestion	advice; direction; guidance; counsel	1	n	建議	authored_needs_review
th5000-cand-20260708-2357	ตะวันตก	n	21838	west		3	n;v	西	authored_needs_review
th5000-cand-20260708-2361	เสียเงิน	v	40719	lose one's money		1	v	賠錢	authored_needs_review
th5000-cand-20260708-2365	บุตร	n	25844	child	son; daughter	1	n	孩子	authored_needs_review
th5000-cand-20260708-2369	เป็นไปได้	v	16212	be possible	be feasible	1	v	有可能	authored_needs_review
th5000-cand-20260708-2373	แทนที่	v	8479	replace	take the place of; substitute for; supplant; supercede	1	v	替換	authored_needs_review
th5000-cand-20260708-2376	สวม	v	7388	take the place of	replace; substitute; succeed; supersede	4	v	代替	authored_needs_review
th5000-cand-20260708-2380	ถอด	v	23254	take off	remove; unscrew	3	v	脫下	authored_needs_review
th5000-cand-20260708-2384	ละออ	v	6040	beautiful	fine; graceful	1	v	美麗	authored_needs_review
th5000-cand-20260708-2387	เก่ง	v	9752	be expert	be proficient; be good at; be skilful	2	adv;v	熟練	authored_needs_review
th5000-cand-20260708-2390	ทำเล	n	24471	site	location; place	1	n	地點	authored_needs_review
th5000-cand-20260708-2395	ครบถ้วน	adv	31107	completely	all; entirely; fully; wholly	2	adv	完全	authored_needs_review
th5000-cand-20260708-2399	ตัวอย่างเช่น	conj	21570	for example	for instance	2	conj	例如	authored_needs_review
th5000-cand-20260708-2402	ดอกเบี้ย	n	33631	interest		1	n	興趣	authored_needs_review
th5000-cand-20260708-2407	คอร์ส	n	926	course		1	n	課程	authored_needs_review
th5000-cand-20260708-2410	แม้กระนั้น	conj	9161	nevertheless	notwithstanding	1	conj	儘管如此	authored_needs_review
th5000-cand-20260708-2413	ซาน	v	28803	crawl	struggle	1	v	爬行	authored_needs_review
th5000-cand-20260708-2416	สโมสร	n	3121	club		3	n;v	俱樂部	authored_needs_review
th5000-cand-20260708-2419	บุรีรัมย์	n	26007	Buri Ram		1	n	武里南府	authored_needs_review
th5000-cand-20260708-2423	มีส่วนร่วม	v	2299	participate in	have a part in; have a hand in	1	v	參與	authored_needs_review
th5000-cand-20260708-2428	ยืดหยุ่น	v	9377	stretch	expand	2	v	伸展	authored_needs_review
th5000-cand-20260708-2431	ทุ่ง	n	34425	field	farm; meadow; pasture	1	n	田野	authored_needs_review
th5000-cand-20260708-2434	เงินสด	n	12950	cash	coins; bills; hard cash; petty cash	1	n	現金	authored_needs_review
th5000-cand-20260708-2437	ฉลอง	v	23921	celebrate	congratulate	2	v	慶祝	authored_needs_review
th5000-cand-20260708-2440	คมชัด	v	31094	be clear	be distinct	3	adj;adv;v	清楚	authored_needs_review
th5000-cand-20260708-2444	สีสัน	n	3348	colour		1	n	顏色	authored_needs_review
th5000-cand-20260708-2447	โดยสาร	v	21208	take	ride; get on; go/travel by	1	v	搭乘	authored_needs_review
th5000-cand-20260708-2450	ปัก	v	13157	stick	plunge down; stab down; put in; pitch	4	v	插入	authored_needs_review
th5000-cand-20260708-2453	เป็นธรรม	v	16191	be fair	be just; be equitable; be impartial; be justified	1	v	公平	authored_needs_review
th5000-cand-20260708-2456	คลับ	n	32535	club	nightclub	1	n	俱樂部	authored_needs_review
th5000-cand-20260708-2459	นักลงทุน	n	35123	investor		1	n	投資者	authored_needs_review
th5000-cand-20260708-2463	มิด	adv	4249	tightly	entirely; completely	2	adv	緊緊地	authored_needs_review
th5000-cand-20260708-2466	ทรัพย์สิน	n	24326	asset	capital; property; possessions	1	n	資產	authored_needs_review
th5000-cand-20260708-2469	เป็นอย่างมาก	adv	37253	very  much	a lot; lots	2	adv	非常	authored_needs_review
th5000-cand-20260708-2472	ความช่วยเหลือ	n	32727	assistance	aid; help	1	n	協助	authored_needs_review
th5000-cand-20260708-2475	อาม	n	18902	third daughter		1	n	三女兒	authored_needs_review
th5000-cand-20260708-2479	บัญญัติ	n	25542	regulation	act; law; decree	2	n;v	規定	authored_needs_review
th5000-cand-20260708-2482	เสน่ห์	n	35850	charm	fascination; enchantment; spell	1	n	魅力	authored_needs_review
th5000-cand-20260708-2485	เกล้า	n	9962	head	skull	2	n;v	頭	authored_needs_review
th5000-cand-20260708-2489	ความงาม	n	37839	beauty	handsomeness	1	n	美貌	authored_needs_review
th5000-cand-20260708-2492	เชียงราย	n	28645	Chiang Rai		1	n	清萊	authored_needs_review
th5000-cand-20260708-2497	พัง	n	29270	female elephant		3	n;v	母象	authored_needs_review
th5000-cand-20260708-2500	กราง	v	30040	rasp	file something  smooth	2	adv;v	銼	authored_needs_review
th5000-cand-20260708-2503	การคุ	n	31928	smolder		1	n	悶燒	authored_needs_review
th5000-cand-20260708-2506	จดทะเบียน	v	13024	register	enroll	1	v	註冊	authored_needs_review
th5000-cand-20260708-2509	ห่วง	n	7768	ring	hoop; loop	2	n;v	戒指	authored_needs_review
th5000-cand-20260708-2512	แข็งแกร่ง	adj	10823	strong	mighty	1	adj	強	authored_needs_review
th5000-cand-20260708-2515	ปีงบประมาณ	n	13372	fiscal year	budget year	1	n	財政年度	authored_needs_review
th5000-cand-20260708-2518	สาธารณสุข	n	3269	public health		2	n	公共衛生	authored_needs_review
th5000-cand-20260708-2522	ไขมัน	n	10565	fat		1	n	脂肪	authored_needs_review
th5000-cand-20260708-2525	เวช	n	18342	physician	doctor	1	n	醫師	authored_needs_review
th5000-cand-20260708-2529	ซึม	v	28874	dull	stupefy; be listless	3	adv;v	呆滯	authored_needs_review
th5000-cand-20260708-2533	ค้าง	v	11121	be unfinished	remain; be unsettled; be incomplete; be undone	5	v	未完成	authored_needs_review
th5000-cand-20260708-2536	คลินิก	n	32558	clinic		1	n	診所	authored_needs_review
th5000-cand-20260708-2539	ชัก	v	27862	draw		7	aux;v	抽獎	authored_needs_review
th5000-cand-20260708-2543	ปทุมธานี	n	27347	Pathum Thani		1	n	巴吞他尼	authored_needs_review
th5000-cand-20260708-2546	อาณา	n	19331	authority	power	1	n	權力	authored_needs_review
th5000-cand-20260708-2550	พอดี	adv	14438	fit		1	adv	適合	authored_needs_review
th5000-cand-20260708-2554	ประปา	n	27531	water supply	running water; tap water	1	n	供水	authored_needs_review
th5000-cand-20260708-2559	ใช้ชีวิต	v	8745	live	spend one's life; make a living	1	v	生活	authored_needs_review
th5000-cand-20260708-2562	ยับ	v	5696	be crumpled	be wrinkled; be creased; be rumpled	3	adv;v	皺巴巴	authored_needs_review
th5000-cand-20260708-2566	เผชิญ	v	5457	confront	face; brave; meet	1	v	對抗	authored_needs_review
th5000-cand-20260708-2569	พระองค์	pron	14190	His Majesty	Her Majesty; His Highness; Her Highness	2	clas;pron	陛下	authored_needs_review
th5000-cand-20260708-2573	ทำนา	v	24573	farm	do rice farming; be engaged in farming	1	v	務農	authored_needs_review
th5000-cand-20260708-2576	เด้ง	v	20981	bounce	spring; bound; leap	2	v	彈跳	authored_needs_review
th5000-cand-20260708-2581	ปืน	n	15650	gun	firearm; rifle	1	n	槍	authored_needs_review
th5000-cand-20260708-2584	ทั้งสิ้น	det	24114	whole	all; entire	1	det	整個	authored_needs_review
th5000-cand-20260708-2587	เยือน	v	9374	visit	pay a visit; call on; see; drop in; drop by; stop by	1	v	訪問	authored_needs_review
th5000-cand-20260708-2590	เลือกตั้ง	v	3803	vote	cast one's vote; elect; opt	1	v	投票	authored_needs_review
th5000-cand-20260708-2594	ฝรั่งเศส	n	13801	France		1	n	法國	authored_needs_review
th5000-cand-20260708-2597	สนเทศ	n	3061	information		1	n	訊息	authored_needs_review
th5000-cand-20260708-2600	เปีย	n	15669	braid	plait; queue; pigtail	2	n	辮子	authored_needs_review
th5000-cand-20260708-2603	รับเหมา	v	5842	contract for	take over	1	v	承包	authored_needs_review
th5000-cand-20260708-2606	แทบ	adv	8495	almost	nearly; just about; practically; virtually	1	adv	幾乎	authored_needs_review
th5000-cand-20260708-2609	เป็นหลัก	v	4972	be a principle	be a foundation for; be a guideline	2	adv;v	是一個原則	authored_needs_review
th5000-cand-20260708-2612	ดั้งเดิม	adj	33691	traditional	customary; original; primary; former	1	adj	傳統	authored_needs_review
th5000-cand-20260708-2615	อัจฉริยะ	adj	8054	genius	bright; exceptional; outstanding; gift	1	adj	有天賦的	authored_needs_review
th5000-cand-20260708-2619	อุบัติเหตุ	n	3894	accident	mishap; crash	1	n	事故	authored_needs_review
th5000-cand-20260708-2623	เท่ากับ	v	8468	be equal to	be equivalent to; be comparable	2	v	等於	authored_needs_review
th5000-cand-20260708-2626	จัดจ้าง	v	3594	employ	hire	1	v	僱用	authored_needs_review
th5000-cand-20260708-2629	สอดคล้อง	v	7401	conform to	tally with, be in line; be consistent; accord with; harmonize with	4	adv;v	符合	authored_needs_review
th5000-cand-20260708-2632	ปอง	v	13054	aim to get	desire; intend	1	v	想要	authored_needs_review
th5000-cand-20260708-2635	อินเดีย	n	8294	India		1	n	印度	authored_needs_review
th5000-cand-20260708-2638	คณิต	n	10775	calculation	computation; mathematics	1	n	計算	authored_needs_review
th5000-cand-20260708-2641	บรรจุภัณฑ์	n	1181	package		1	n	包裹	authored_needs_review
th5000-cand-20260708-2644	น้อยกว่า	conj	38365	less than		1	conj	小於	authored_needs_review
th5000-cand-20260708-2648	เรือง	v	4755	study deeply		2	adj;v	深入研究	authored_needs_review
th5000-cand-20260708-2651	ความรับผิดชอบ	n	32883	responsibility	obligation; answerability; accountability	1	n	責任	authored_needs_review
th5000-cand-20260708-2654	ทำลาย	v	24477	destroy	demolish; damage	1	v	摧毀	authored_needs_review
th5000-cand-20260708-2657	อะไหล่	n	6750	spares	spare parts; replacement parts	1	n	備件	authored_needs_review
th5000-cand-20260708-2660	สายตา	n	20032	eyesight	sight	1	n	視力	authored_needs_review
th5000-cand-20260708-2663	เพลิง	n	5468	fire	flame; blaze; conflagration	1	n	火	authored_needs_review
th5000-cand-20260708-2667	กรน	v	29436	snore		1	v	打鼾	authored_needs_review
th5000-cand-20260708-2670	เดือด	v	21085	be angry	rage at/against; be furious; be wrathful; boil with anger; be in a rage	2	v	生氣	authored_needs_review
th5000-cand-20260708-2673	มิได้	adv	4251	not	no	1	neg	不	authored_needs_review
th5000-cand-20260708-2676	รวมไปถึง	adv	38387	including	together with; along with	2	adv	包括	authored_needs_review
th5000-cand-20260708-2679	ลิงค์	n	17820	gender		2	n	性別	authored_needs_review
th5000-cand-20260708-2683	ปาง	n	13494	Buddha posture		1	n	佛像姿態	authored_needs_review
th5000-cand-20260708-2686	ที่มั่น	n	34323	stronghold	stand; base; base of operation; strong point; fortification	1	n	據點	authored_needs_review
th5000-cand-20260708-2690	สีน้ำ	n	40668	water color		1	n	水彩	authored_needs_review
th5000-cand-20260708-2693	เพียบ	adv	4850	numerously	very many; copiously; infinitely	1	adv	大量地	authored_needs_review
th5000-cand-20260708-2696	นครปฐม	n	34880	Nakhon Pathom		1	n	佛統府	authored_needs_review
th5000-cand-20260708-2701	หลักการ	n	36047	principle		1	n	原理	authored_needs_review
th5000-cand-20260708-2706	ทุจริต	v	34432	cheat	betray; corrupt	2	adj;v	欺騙	authored_needs_review
th5000-cand-20260708-2709	เมท	n	35383	fat		1	n	脂肪	authored_needs_review
th5000-cand-20260708-2714	มูก	n	15796	mucus from the anus		2	n	肛門黏液	authored_needs_review
th5000-cand-20260708-2717	เข้ากัน	v	10831	conform	correspond; match	1	v	符合	authored_needs_review
th5000-cand-20260708-2721	พาย	n	14641	paddle	oar	3	n;v	槳	authored_needs_review
th5000-cand-20260708-2724	ลั่น	v	6957	shoot	fire; pull the trigger; discharge	4	adv;v	射擊	authored_needs_review
th5000-cand-20260708-2727	ตีน	n	22695	foot	base	3	n	腳	authored_needs_review
th5000-cand-20260708-2730	ประมวลผล	v	27658	evaluate	assess; estimate	1	v	評估	authored_needs_review
th5000-cand-20260708-2733	เมล็ด	n	9258	seed	kernel; pit; grain; stone; pip	1	n	種子	authored_needs_review
th5000-cand-20260708-2736	นอกเหนือจาก	adp	35003	besides	unless; except; aside from; apart from; other than	1	prep	除了	authored_needs_review
th5000-cand-20260708-2739	พลาย	n	14352	male elephant		1	n	公象	authored_needs_review
th5000-cand-20260708-2743	ผลัก	v	16809	push	shove; thrust; drive	1	v	推	authored_needs_review
th5000-cand-20260708-2746	ตง	n	34027	joist		2	n	托樑	authored_needs_review
th5000-cand-20260708-2749	เป็นเวลา	adv	4971	on time	according to schedule	2	adv	準時	authored_needs_review
th5000-cand-20260708-2753	มุ่งเน้น	v	494	emphasize	aim at; focus on	1	v	強調	authored_needs_review
th5000-cand-20260708-2756	คอนกรีต	n	11753	concrete		1	n	混凝土	authored_needs_review
th5000-cand-20260708-2759	ฝึกอบรม	v	13919	train		1	v	訓練	authored_needs_review
th5000-cand-20260708-2763	สมบูรณ์แบบ	v	3093	be perfect	be complete	2	adj;v	完美	authored_needs_review
th5000-cand-20260708-2766	กรุ่น	v	29244	smolder		3	adv;v	悶燃	authored_needs_review
th5000-cand-20260708-2771	หลังจากนั้น	conj	4464	afterwards		1	conj	後	authored_needs_review
th5000-cand-20260708-2774	ผ่าตัด	v	16931	operate on	perform operation	1	v	動手術	authored_needs_review
th5000-cand-20260708-2777	วิตามิน	n	18240	vitamin		1	n	維生素	authored_needs_review
th5000-cand-20260708-2780	ดำรง	v	33817	maintain	uphold; sustain; support; remain; conserve; exist; remain; continue	1	v	維持	authored_needs_review
th5000-cand-20260708-2783	ตริ	v	22355	think	consider; meditate	1	v	思考	authored_needs_review
th5000-cand-20260708-2786	ความสูง	n	11553	height	altitude	1	n	高度	authored_needs_review
th5000-cand-20260708-2789	ผัน	n	16898	Nymphaea stellafa	Nymphaea cyanea Roxb.	4	n;v	睡蓮	authored_needs_review
th5000-cand-20260708-2793	เหลว	v	6659	be liquid	be fluid; be watery	3	adj;v	呈液態	authored_needs_review
th5000-cand-20260708-2796	บันดาลใจ	v	3656	inspire		1	v	激勵	authored_needs_review
th5000-cand-20260708-2799	ประยุกต์	v	37177	apply	adapt; adjust; make practical use	2	adj;v	應用	authored_needs_review
th5000-cand-20260708-2802	บำบัด	v	25606	assuage	treat; cure; heal; remedy	2	v	緩解	authored_needs_review
th5000-cand-20260708-2805	นนท์	n	34894	pleasure	delight; enjoyment; happiness; joy; contentment; satisfaction	1	n	愉悅	authored_needs_review
th5000-cand-20260708-2808	พิสูจน์	v	14847	prove	verify; demonstrate	1	v	證明	authored_needs_review
th5000-cand-20260708-2811	เครื่องใช้	n	12507	utensil	equipment; tool; implement; instrument; ware	1	n	器皿	authored_needs_review
th5000-cand-20260708-2815	คาร์บอน	n	11039	carbon		1	n	碳	authored_needs_review
th5000-cand-20260708-2818	แจง	n	33379	Niebuhria siamensis		2	n;v	暹羅尼布爾木	authored_needs_review
th5000-cand-20260708-2821	อิ่ม	v	8295	be full		2	v	飽	authored_needs_review
th5000-cand-20260708-2826	แผ่นดิน	n	9413	reign	dynasty; regime	3	n	王朝	authored_needs_review
th5000-cand-20260708-2830	ผัว	n	16909	husband		1	n	丈夫	authored_needs_review
th5000-cand-20260708-2833	สมดุล	n	7353	balance	equilibrium; equivalence; evenness	4	adj;n;v	平衡	authored_needs_review
th5000-cand-20260708-2836	ราชภัฏ	n	26689	government officer	government official; government employee	1	n	政府官員	authored_needs_review
