"source_candidate_id"	"verdict"	"current_translation_zh_tw"	"suggested_translation_zh_tw"	"reason"
"th5000-cand-20260708-3196"	"PASS"	"燙傷"	""	""
"th5000-cand-20260708-3199"	"PASS"	"收據"	""	""
"th5000-cand-20260708-3202"	"PASS"	"穿透"	""	""
"th5000-cand-20260708-3205"	"PASS"	"正是"	""	""
"th5000-cand-20260708-3208"	"PASS"	"副手"	""	""
"th5000-cand-20260708-3211"	"PASS"	"賠錢"	""	""
"th5000-cand-20260708-3214"	"PASS"	"食指"	""	""
"th5000-cand-20260708-3219"	"PASS"	"區域"	""	""
"th5000-cand-20260708-3222"	"PASS"	"編碼"	""	""
"th5000-cand-20260708-3226"	"PASS"	"肯定"	""	""
"th5000-cand-20260708-3229"	"PASS"	"和尚"	""	""
"th5000-cand-20260708-3232"	"PASS"	"通用標準"	""	""
"th5000-cand-20260708-3235"	"PASS"	"財產"	""	""
"th5000-cand-20260708-3239"	"PASS"	"昆蟲"	""	""
"th5000-cand-20260708-3242"	"PASS"	"勝利"	""	""
"th5000-cand-20260708-3246"	"PASS"	"直到"	""	""
"th5000-cand-20260708-3252"	"PASS"	"解決"	""	""
"th5000-cand-20260708-3256"	"PASS"	"礦物"	""	""
"th5000-cand-20260708-3260"	"PASS"	"自由"	""	""
"th5000-cand-20260708-3263"	"PASS"	"泡泡"	""	""
"th5000-cand-20260708-3266"	"PASS"	"化學品"	""	""
"th5000-cand-20260708-3269"	"PASS"	"世界"	""	""
"th5000-cand-20260708-3272"	"PASS"	"對…感到厭倦"	""	""
"th5000-cand-20260708-3275"	"PASS"	"東北"	""	""
"th5000-cand-20260708-3278"	"PASS"	"馬虎"	""	""
"th5000-cand-20260708-3281"	"PASS"	"市轄區"	""	""
"th5000-cand-20260708-3285"	"PASS"	"目標群體"	""	""
"th5000-cand-20260708-3288"	"PASS"	"手機"	""	""
"th5000-cand-20260708-3291"	"PASS"	"貼紙"	""	""
"th5000-cand-20260708-3294"	"PASS"	"事實上"	""	""
"th5000-cand-20260708-3297"	"PASS"	"握手"	""	""
"th5000-cand-20260708-3301"	"PASS"	"奴隸"	""	""
"th5000-cand-20260708-3304"	"PASS"	"頌揚"	""	""
"th5000-cand-20260708-3307"	"PASS"	"計畫"	""	""
"th5000-cand-20260708-3310"	"PASS"	"補償"	""	""
"th5000-cand-20260708-3313"	"PASS"	"你"	""	""
"th5000-cand-20260708-3317"	"PASS"	"洗（米）"	""	""
"th5000-cand-20260708-3320"	"PASS"	"錯誤"	""	""
"th5000-cand-20260708-3324"	"PASS"	"殘酷"	""	""
"th5000-cand-20260708-3328"	"PASS"	"覆蓋"	""	""
"th5000-cand-20260708-3331"	"PASS"	"這個/這些"	""	""
"th5000-cand-20260708-3334"	"PASS"	"長笛"	""	""
"th5000-cand-20260708-3338"	"PASS"	"寺廟"	""	""
"th5000-cand-20260708-3341"	"PASS"	"官邸"	""	""
"th5000-cand-20260708-3344"	"PASS"	"悅目"	""	""
"th5000-cand-20260708-3347"	"PASS"	"補救措施"	""	""
"th5000-cand-20260708-3351"	"PASS"	"城堡"	""	""
"th5000-cand-20260708-3354"	"PASS"	"首先"	""	""
"th5000-cand-20260708-3357"	"PASS"	"好處"	""	""
"th5000-cand-20260708-3360"	"PASS"	"話語"	""	""
"th5000-cand-20260708-3364"	"PASS"	"之中"	""	""
"th5000-cand-20260708-3368"	"PASS"	"長久"	""	""
"th5000-cand-20260708-3371"	"PASS"	"父親"	""	""
"th5000-cand-20260708-3374"	"PASS"	"起來"	""	""
"th5000-cand-20260708-3377"	"PASS"	"忙"	""	""
"th5000-cand-20260708-3380"	"PASS"	"讀者"	""	""
"th5000-cand-20260708-3383"	"PASS"	"壓迫"	""	""
"th5000-cand-20260708-3386"	"PASS"	"暢銷"	""	""
"th5000-cand-20260708-3389"	"PASS"	"漂白"	""	""
"th5000-cand-20260708-3393"	"PASS"	"競爭對手"	""	""
"th5000-cand-20260708-3396"	"PASS"	"證書"	""	""
"th5000-cand-20260708-3399"	"PASS"	"纖維"	""	""
"th5000-cand-20260708-3402"	"PASS"	"鬆軟土層表面的硬殼"	""	""
"th5000-cand-20260708-3405"	"PASS"	"機車"	""	""
"th5000-cand-20260708-3408"	"PASS"	"零工"	""	""
"th5000-cand-20260708-3411"	"PASS"	"工程學院"	""	""
"th5000-cand-20260708-3414"	"PASS"	"終於"	""	""
"th5000-cand-20260708-3417"	"PASS"	"一"	""	""
"th5000-cand-20260708-3420"	"PASS"	"經常"	""	""
"th5000-cand-20260708-3423"	"PASS"	"慾望"	""	""
"th5000-cand-20260708-3426"	"PASS"	"標題"	""	""
"th5000-cand-20260708-3429"	"PASS"	"掛"	""	""
"th5000-cand-20260708-3432"	"PASS"	"毛毛蟲"	""	""
"th5000-cand-20260708-3435"	"PASS"	"話語"	""	""
"th5000-cand-20260708-3438"	"PASS"	"印表機"	""	""
"th5000-cand-20260708-3442"	"PASS"	"能力極限"	""	""
"th5000-cand-20260708-3445"	"PASS"	"北碧府"	""	""
"th5000-cand-20260708-3448"	"PASS"	"傾向於"	""	""
"th5000-cand-20260708-3451"	"PASS"	"東南亞國家聯盟"	""	""
"th5000-cand-20260708-3454"	"PASS"	"選擇"	""	""
"th5000-cand-20260708-3457"	"PASS"	"中心"	""	""
"th5000-cand-20260708-3461"	"PASS"	"增加"	""	""
"th5000-cand-20260708-3464"	"PASS"	"變小"	""	""
"th5000-cand-20260708-3467"	"PASS"	"王國"	""	""
"th5000-cand-20260708-3470"	"PASS"	"應用"	""	""
"th5000-cand-20260708-3473"	"PASS"	"合口味"	""	""
"th5000-cand-20260708-3477"	"PASS"	"全部"	""	""
"th5000-cand-20260708-3480"	"PASS"	"重擊"	""	""
"th5000-cand-20260708-3483"	"PASS"	"港口"	""	""
"th5000-cand-20260708-3486"	"PASS"	"神經"	""	""
"th5000-cand-20260708-3489"	"PASS"	"群組"	""	""
"th5000-cand-20260708-3493"	"PASS"	"自動地"	""	""
"th5000-cand-20260708-3496"	"PASS"	"葬禮"	""	""
"th5000-cand-20260708-3500"	"PASS"	"運用"	""	""
"th5000-cand-20260708-3503"	"PASS"	"受格"	""	""
"th5000-cand-20260708-3506"	"PASS"	"性交"	""	""
"th5000-cand-20260708-3509"	"PASS"	"侵犯"	""	""
"th5000-cand-20260708-3512"	"PASS"	"碎片"	""	""
"th5000-cand-20260708-3515"	"PASS"	"掃"	""	""
"th5000-cand-20260708-3518"	"PASS"	"象鼻蟲"	""	""
"th5000-cand-20260708-3521"	"PASS"	"複製"	""	""
"th5000-cand-20260708-3524"	"PASS"	"移動"	""	""
"th5000-cand-20260708-3528"	"PASS"	"小丑"	""	""
"th5000-cand-20260708-3531"	"PASS"	"精通"	""	""
"th5000-cand-20260708-3535"	"PASS"	"迷人地"	""	""
"th5000-cand-20260708-3538"	"PASS"	"公釐"	""	""
"th5000-cand-20260708-3541"	"PASS"	"強盜"	""	""
"th5000-cand-20260708-3544"	"PASS"	"還"	""	""
"th5000-cand-20260708-3548"	"PASS"	"彎下腰"	""	""
"th5000-cand-20260708-3551"	"PASS"	"知悉"	""	""
"th5000-cand-20260708-3554"	"PASS"	"裝飾品"	""	""
"th5000-cand-20260708-3558"	"PASS"	"適當地"	""	""
"th5000-cand-20260708-3561"	"PASS"	"背景"	""	""
"th5000-cand-20260708-3565"	"PASS"	"洞穴"	""	""
"th5000-cand-20260708-3568"	"PASS"	"因恐懼而快速跳動"	""	""
"th5000-cand-20260708-3571"	"PASS"	"風采"	""	""
"th5000-cand-20260708-3576"	"PASS"	"黏鳥膠"	""	""
"th5000-cand-20260708-3580"	"PASS"	"聯合起來"	""	""
"th5000-cand-20260708-3583"	"PASS"	"充滿"	""	""
"th5000-cand-20260708-3586"	"PASS"	"疥瘡"	""	""
"th5000-cand-20260708-3589"	"PASS"	"緩解"	""	""
"th5000-cand-20260708-3592"	"PASS"	"建築"	""	""
"th5000-cand-20260708-3597"	"PASS"	"肥料"	""	""
"th5000-cand-20260708-3601"	"PASS"	"卡式錄音帶"	""	""
"th5000-cand-20260708-3604"	"PASS"	"調味"	""	""
"th5000-cand-20260708-3607"	"PASS"	"吊墜"	""	""
"th5000-cand-20260708-3610"	"PASS"	"聚集"	""	""
"th5000-cand-20260708-3613"	"PASS"	"膨脹"	""	""
"th5000-cand-20260708-3616"	"PASS"	"脛骨"	""	""
"th5000-cand-20260708-3619"	"PASS"	"耆那教"	""	""
"th5000-cand-20260708-3622"	"PASS"	"那空沙旺"	""	""
"th5000-cand-20260708-3626"	"PASS"	"蝦虎魚"	""	""
"th5000-cand-20260708-3629"	"PASS"	"波動"	""	""
"th5000-cand-20260708-3632"	"PASS"	"曼谷"	""	""
"th5000-cand-20260708-3635"	"PASS"	"寶石"	""	""
"th5000-cand-20260708-3638"	"PASS"	"開端"	""	""
"th5000-cand-20260708-3641"	"PASS"	"電視"	""	""
"th5000-cand-20260708-3644"	"PASS"	"化妝"	""	""
"th5000-cand-20260708-3647"	"PASS"	"穩定"	""	""
"th5000-cand-20260708-3650"	"PASS"	"事故"	""	""
"th5000-cand-20260708-3654"	"PASS"	"護身符"	""	""
"th5000-cand-20260708-3657"	"PASS"	"東京"	""	""
"th5000-cand-20260708-3660"	"PASS"	"滿意"	""	""
"th5000-cand-20260708-3663"	"PASS"	"會議室"	""	""
"th5000-cand-20260708-3666"	"PASS"	"過度"	""	""
"th5000-cand-20260708-3669"	"PASS"	"重合"	""	""
"th5000-cand-20260708-3673"	"PASS"	"餵食"	""	""
"th5000-cand-20260708-3676"	"PASS"	"壓力"	""	""
"th5000-cand-20260708-3679"	"PASS"	"素可泰"	""	""
"th5000-cand-20260708-3682"	"PASS"	"開發者"	""	""
"th5000-cand-20260708-3686"	"PASS"	"意志"	""	""
"th5000-cand-20260708-3689"	"PASS"	"判斷"	""	""
"th5000-cand-20260708-3692"	"PASS"	"尾巴"	""	""
"th5000-cand-20260708-3695"	"PASS"	"大部分"	""	""
"th5000-cand-20260708-3698"	"PASS"	"尊重"	""	""
"th5000-cand-20260708-3702"	"PASS"	"飛機"	""	""
"th5000-cand-20260708-3705"	"PASS"	"可信度"	""	""
"th5000-cand-20260708-3708"	"PASS"	"拉"	""	""
"th5000-cand-20260708-3711"	"PASS"	"就…而言"	""	""
"th5000-cand-20260708-3714"	"PASS"	"滿足"	""	""
"th5000-cand-20260708-3718"	"PASS"	"親密"	""	""
"th5000-cand-20260708-3721"	"PASS"	"如今"	""	""
"th5000-cand-20260708-3725"	"PASS"	"省"	""	""
"th5000-cand-20260708-3728"	"PASS"	"克制"	""	""
"th5000-cand-20260708-3732"	"PASS"	"位元"	""	""
"th5000-cand-20260708-3735"	"PASS"	"不必要地停留太久"	""	""
"th5000-cand-20260708-3738"	"PASS"	"隸屬於"	""	""
"th5000-cand-20260708-3741"	"PASS"	"出口"	""	""
"th5000-cand-20260708-3744"	"PASS"	"巴真武里"	""	""
"th5000-cand-20260708-3747"	"PASS"	"清邁大學"	""	""
"th5000-cand-20260708-3750"	"PASS"	"租車"	""	""
"th5000-cand-20260708-3753"	"PASS"	"成排"	""	""
"th5000-cand-20260708-3758"	"PASS"	"網"	""	""
"th5000-cand-20260708-3761"	"PASS"	"毫無疑問"	""	""
"th5000-cand-20260708-3764"	"PASS"	"邀請"	""	""
"th5000-cand-20260708-3767"	"PASS"	"孩子"	""	""
"th5000-cand-20260708-3770"	"PASS"	"總督"	""	""
"th5000-cand-20260708-3773"	"PASS"	"門"	""	""
"th5000-cand-20260708-3776"	"PASS"	"有信心"	""	""
"th5000-cand-20260708-3779"	"PASS"	"整個"	""	""
"th5000-cand-20260708-3782"	"PASS"	"平安"	""	""
"th5000-cand-20260708-3785"	"PASS"	"人壽保險"	""	""
"th5000-cand-20260708-3790"	"PASS"	"照顧"	""	""
"th5000-cand-20260708-3794"	"PASS"	"失職"	""	""
"th5000-cand-20260708-3797"	"PASS"	"出事了"	""	""
"th5000-cand-20260708-3800"	"PASS"	"海鯔魚"	""	""
"th5000-cand-20260708-3804"	"PASS"	"高級印刷紙"	""	""
"th5000-cand-20260708-3807"	"PASS"	"有禮貌"	""	""
"th5000-cand-20260708-3810"	"PASS"	"圖示"	""	""
"th5000-cand-20260708-3813"	"PASS"	"可能"	""	""
"th5000-cand-20260708-3817"	"PASS"	"諮詢"	""	""
"th5000-cand-20260708-3820"	"PASS"	"工商管理"	""	""
"th5000-cand-20260708-3823"	"PASS"	"實際上"	""	""
"th5000-cand-20260708-3826"	"PASS"	"噴霧"	""	""
"th5000-cand-20260708-3829"	"PASS"	"各種"	""	""
"th5000-cand-20260708-3832"	"PASS"	"隱藏"	""	""
"th5000-cand-20260708-3835"	"PASS"	"鬆弛"	""	""
"th5000-cand-20260708-3839"	"PASS"	"占星家"	""	""
"th5000-cand-20260708-3843"	"PASS"	"碰撞"	""	""
"th5000-cand-20260708-3846"	"PASS"	"顯著特徵"	""	""
"th5000-cand-20260708-3849"	"PASS"	"邊境"	""	""
"th5000-cand-20260708-3852"	"PASS"	"超重"	""	""
"th5000-cand-20260708-3856"	"PASS"	"那拉提瓦府"	""	""
"th5000-cand-20260708-3859"	"PASS"	"辦公時間"	""	""
"th5000-cand-20260708-3862"	"PASS"	"佩服"	""	""
"th5000-cand-20260708-3865"	"PASS"	"有錢"	""	""
"th5000-cand-20260708-3869"	"PASS"	"努力爭取"	""	""
"th5000-cand-20260708-3872"	"PASS"	"磁鐵"	""	""
"th5000-cand-20260708-3876"	"PASS"	"話語"	""	""
"th5000-cand-20260708-3879"	"PASS"	"鈍葉娑羅雙"	""	""
"th5000-cand-20260708-3882"	"PASS"	"網"	""	""
"th5000-cand-20260708-3885"	"PASS"	"出版"	""	""
"th5000-cand-20260708-3888"	"PASS"	"批發價 連續[[[1083]]]"	""	""
"th5000-cand-20260708-3891"	"PASS"	"連續地"	""	""
"th5000-cand-20260708-3894"	"PASS"	"潮濕"	""	""
"th5000-cand-20260708-3901"	"PASS"	"醫藥"	""	""
"th5000-cand-20260708-3904"	"PASS"	"神奇"	""	""
"th5000-cand-20260708-3907"	"PASS"	"蝦醬"	""	""
"th5000-cand-20260708-3911"	"PASS"	"夏天"	""	""
"th5000-cand-20260708-3914"	"PASS"	"分配"	""	""
"th5000-cand-20260708-3917"	"PASS"	"目錄"	""	""
"th5000-cand-20260708-3920"	"PASS"	"支撐"	""	""
"th5000-cand-20260708-3923"	"PASS"	"太陽能"	""	""
"th5000-cand-20260708-3926"	"PASS"	"火車頭"	""	""
"th5000-cand-20260708-3929"	"PASS"	"東北"	""	""
"th5000-cand-20260708-3933"	"PASS"	"願景"	""	""
"th5000-cand-20260708-3937"	"PASS"	"根據條件"	""	""
"th5000-cand-20260708-3940"	"PASS"	"卡式錄音帶"	""	""
"th5000-cand-20260708-3944"	"PASS"	"工作室"	""	""
"th5000-cand-20260708-3947"	"PASS"	"理論"	""	""
"th5000-cand-20260708-3950"	"PASS"	"網球"	""	""
"th5000-cand-20260708-3953"	"PASS"	"瓦罐"	""	""
"th5000-cand-20260708-3956"	"PASS"	"聰明"	""	""
"th5000-cand-20260708-3959"	"PASS"	"院長"	""	""
"th5000-cand-20260708-3962"	"PASS"	"手術"	""	""
"th5000-cand-20260708-3965"	"PASS"	"直"	""	""
"th5000-cand-20260708-3969"	"PASS"	"淹沒"	""	""
"th5000-cand-20260708-3973"	"PASS"	"眉毛"	""	""
"th5000-cand-20260708-3976"	"PASS"	"群眾"	""	""
"th5000-cand-20260708-3980"	"PASS"	"全部"	""	""
"th5000-cand-20260708-3983"	"PASS"	"信仰"	""	""
"th5000-cand-20260708-3986"	"PASS"	"有趣"	""	""
"th5000-cand-20260708-3989"	"PASS"	"帕夭府"	""	""
"th5000-cand-20260708-3992"	"PASS"	"哲學"	""	""
"th5000-cand-20260708-3996"	"PASS"	"董里府"	""	""
"th5000-cand-20260708-3999"	"PASS"	"區域"	""	""
"th5000-cand-20260708-4002"	"PASS"	"搶獎"	""	""
"th5000-cand-20260708-4006"	"PASS"	"租賃"	""	""
"th5000-cand-20260708-4010"	"PASS"	"取決於"	""	""
"th5000-cand-20260708-4013"	"PASS"	"插頭"	""	""
"th5000-cand-20260708-4016"	"PASS"	"清楚可見"	""	""
"th5000-cand-20260708-4019"	"PASS"	"寶塔"	""	""
"th5000-cand-20260708-4022"	"PASS"	"策展人"	""	""
"th5000-cand-20260708-4025"	"PASS"	"地理位置優越"	""	""
"th5000-cand-20260708-4029"	"PASS"	"保護"	""	""
"th5000-cand-20260708-4032"	"PASS"	"算命"	""	""
"th5000-cand-20260708-4035"	"PASS"	"倉庫"	""	""
"th5000-cand-20260708-4038"	"PASS"	"見面"	""	""
"th5000-cand-20260708-4041"	"PASS"	"看起來不錯"	""	""
"th5000-cand-20260708-4044"	"PASS"	"車輛登記"	""	""
"th5000-cand-20260708-4048"	"PASS"	"地窖"	""	""
"th5000-cand-20260708-4052"	"PASS"	"渴望知道"	""	""
"th5000-cand-20260708-4055"	"PASS"	"懷孕"	""	""
"th5000-cand-20260708-4059"	"PASS"	"喝酒"	""	""
"th5000-cand-20260708-4062"	"PASS"	"徹底"	""	""
"th5000-cand-20260708-4065"	"PASS"	"分開"	""	""
"th5000-cand-20260708-4068"	"PASS"	"變亮"	""	""
"th5000-cand-20260708-4071"	"PASS"	"可能性"	""	""
"th5000-cand-20260708-4074"	"PASS"	"辭職"	""	""
"th5000-cand-20260708-4077"	"PASS"	"接合處"	""	""
"th5000-cand-20260708-4081"	"PASS"	"吞武里"	""	""
"th5000-cand-20260708-4085"	"PASS"	"設計"	""	""
"th5000-cand-20260708-4088"	"PASS"	"修改"	""	""
"th5000-cand-20260708-4093"	"PASS"	"地獄"	""	""
"th5000-cand-20260708-4096"	"PASS"	"出版社"	""	""
"th5000-cand-20260708-4099"	"PASS"	"第四天國"	""	""
"th5000-cand-20260708-4103"	"PASS"	"手柄"	""	""
"th5000-cand-20260708-4106"	"PASS"	"最後"	""	""
"th5000-cand-20260708-4109"	"PASS"	"甘烹碧"	""	""
"th5000-cand-20260708-4112"	"PASS"	"保護"	""	""
"th5000-cand-20260708-4116"	"PASS"	"接受（某事）"	""	""
"th5000-cand-20260708-4119"	"PASS"	"準備"	""	""
"th5000-cand-20260708-4122"	"PASS"	"設備"	""	""
"th5000-cand-20260708-4125"	"PASS"	"規定"	""	""
"th5000-cand-20260708-4129"	"PASS"	"戰場"	""	""
"th5000-cand-20260708-4132"	"PASS"	"死亡"	""	""
"th5000-cand-20260708-4135"	"PASS"	"中國男孩"	""	""
"th5000-cand-20260708-4138"	"PASS"	"印象"	""	""
"th5000-cand-20260708-4142"	"PASS"	"不能"	""	""
"th5000-cand-20260708-4145"	"PASS"	"本地"	""	""
"th5000-cand-20260708-4149"	"PASS"	"開始（做某事）"	""	""
"th5000-cand-20260708-4152"	"PASS"	"放在…上"	""	""
"th5000-cand-20260708-4155"	"PASS"	"趕緊"	""	""
"th5000-cand-20260708-4158"	"PASS"	"解決方案"	""	""
"th5000-cand-20260708-4161"	"PASS"	"撕裂"	""	""
"th5000-cand-20260708-4164"	"PASS"	"內部"	""	""
"th5000-cand-20260708-4167"	"PASS"	"安排預約"	""	""
"th5000-cand-20260708-4170"	"PASS"	"迴廊"	""	""
"th5000-cand-20260708-4173"	"PASS"	"陶製蒸籠"	""	""
"th5000-cand-20260708-4176"	"PASS"	"但是"	""	""
"th5000-cand-20260708-4180"	"PASS"	"分別地"	""	""
"th5000-cand-20260708-4183"	"PASS"	"各種"	""	""
"th5000-cand-20260708-4186"	"PASS"	"餘額"	""	""
"th5000-cand-20260708-4190"	"PASS"	"祈禱"	""	""
"th5000-cand-20260708-4193"	"PASS"	"佛教神學等級"	""	""
"th5000-cand-20260708-4196"	"PASS"	"嘗試"	""	""
"th5000-cand-20260708-4199"	"PASS"	"加"	""	""
"th5000-cand-20260708-4203"	"PASS"	"來（到）"	""	""
"th5000-cand-20260708-4206"	"PASS"	"加班"	""	""
"th5000-cand-20260708-4211"	"PASS"	"同性戀"	""	""
"th5000-cand-20260708-4214"	"PASS"	"佛"	""	""
"th5000-cand-20260708-4217"	"PASS"	"對面"	""	""
"th5000-cand-20260708-4220"	"PASS"	"奇怪"	""	""
"th5000-cand-20260708-4225"	"PASS"	"臼齒"	""	""
"th5000-cand-20260708-4229"	"PASS"	"圖"	""	""
"th5000-cand-20260708-4232"	"PASS"	"加拉信"	""	""
"th5000-cand-20260708-4235"	"PASS"	"磚"	""	""
"th5000-cand-20260708-4238"	"PASS"	"生物性的"	""	""
"th5000-cand-20260708-4241"	"PASS"	"亮綠色"	""	""
"th5000-cand-20260708-4245"	"PASS"	"希望"	""	""
"th5000-cand-20260708-4249"	"PASS"	"佛教"	""	""
"th5000-cand-20260708-4252"	"PASS"	"一種捕鳥網"	""	""
"th5000-cand-20260708-4256"	"PASS"	"心理學"	""	""
"th5000-cand-20260708-4259"	"PASS"	"短期"	""	""
"th5000-cand-20260708-4262"	"PASS"	"宿舍"	""	""
"th5000-cand-20260708-4266"	"PASS"	"農業科學"	""	""
"th5000-cand-20260708-4271"	"PASS"	"應該保持警惕"	""	""
"th5000-cand-20260708-4274"	"PASS"	"瑪哈沙拉堪"	""	""
"th5000-cand-20260708-4277"	"PASS"	"幽冥世界"	""	""
"th5000-cand-20260708-4280"	"PASS"	"員工"	""	""
"th5000-cand-20260708-4283"	"PASS"	"曾祖父"	""	""
"th5000-cand-20260708-4286"	"PASS"	"抵抗"	""	""
"th5000-cand-20260708-4289"	"PASS"	"或"	""	""
"th5000-cand-20260708-4294"	"PASS"	"超現代"	""	""
"th5000-cand-20260708-4297"	"PASS"	"強迫"	""	""
"th5000-cand-20260708-4300"	"PASS"	"稱重"	""	""
"th5000-cand-20260708-4303"	"PASS"	"正義"	""	""
"th5000-cand-20260708-4307"	"PASS"	"細菌"	""	""
"th5000-cand-20260708-4310"	"PASS"	"男"	""	""
"th5000-cand-20260708-4313"	"PASS"	"百貨公司"	""	""
"th5000-cand-20260708-4316"	"PASS"	"將球踢入球門"	""	""
"th5000-cand-20260708-4319"	"PASS"	"智慧"	""	""
"th5000-cand-20260708-4322"	"PASS"	"計程車"	""	""
"th5000-cand-20260708-4325"	"PASS"	"那空拍儂府"	""	""
"th5000-cand-20260708-4329"	"PASS"	"得知消息"	""	""
"th5000-cand-20260708-4333"	"PASS"	"非法"	""	""
"th5000-cand-20260708-4336"	"PASS"	"保持安靜"	""	""
"th5000-cand-20260708-4339"	"PASS"	"國家層面"	""	""
"th5000-cand-20260708-4342"	"PASS"	"友誼"	""	""
"th5000-cand-20260708-4345"	"PASS"	"設陷阱捕捉"	""	""
"th5000-cand-20260708-4349"	"PASS"	"國王或皇室人物的人稱代名詞"	""	""
"th5000-cand-20260708-4352"	"PASS"	"第三者"	""	""
"th5000-cand-20260708-4355"	"PASS"	"儘管"	""	""
"th5000-cand-20260708-4358"	"PASS"	"柴油"	""	""
"th5000-cand-20260708-4361"	"PASS"	"每個"	""	""
"th5000-cand-20260708-4364"	"PASS"	"橫梁"	""	""
"th5000-cand-20260708-4368"	"PASS"	"總理"	""	""
"th5000-cand-20260708-4371"	"PASS"	"辦公室"	""	""
"th5000-cand-20260708-4375"	"PASS"	"技術官僚"	""	""
"th5000-cand-20260708-4378"	"PASS"	"黎明"	""	""
"th5000-cand-20260708-4382"	"PASS"	"強光"	""	""
"th5000-cand-20260708-4385"	"PASS"	"瑪希隆大學"	""	""
"th5000-cand-20260708-4388"	"PASS"	"器官"	""	""
"th5000-cand-20260708-4392"	"PASS"	"戰鬥"	""	""
"th5000-cand-20260708-4395"	"PASS"	"湖"	""	""
"th5000-cand-20260708-4398"	"PASS"	"無形的"	""	""
"th5000-cand-20260708-4401"	"PASS"	"出口"	""	""
"th5000-cand-20260708-4404"	"PASS"	"嚴格"	""	""
"th5000-cand-20260708-4408"	"PASS"	"大搖大擺地走"	""	""
"th5000-cand-20260708-4411"	"PASS"	"統治"	""	""
"th5000-cand-20260708-4415"	"PASS"	"全球"	""	""
"th5000-cand-20260708-4419"	"PASS"	"用竹子和棕櫚葉製成的帽子，形狀像一個倒盆"	""	""
"th5000-cand-20260708-4422"	"PASS"	"悄悄走"	""	""
"th5000-cand-20260708-4425"	"PASS"	"證書"	""	""
"th5000-cand-20260708-4428"	"PASS"	"痱子"	""	""
"th5000-cand-20260708-4431"	"PASS"	"強制執行"	""	""
"th5000-cand-20260708-4434"	"PASS"	"使恐懼"	""	""
"th5000-cand-20260708-4437"	"PASS"	"展示"	""	""
"th5000-cand-20260708-4440"	"PASS"	"變老"	""	""
"th5000-cand-20260708-4443"	"PASS"	"很多"	""	""
"th5000-cand-20260708-4447"	"PASS"	"目的"	""	""
"th5000-cand-20260708-4450"	"PASS"	"公分"	""	""
"th5000-cand-20260708-4453"	"PASS"	"靠著"	""	""
"th5000-cand-20260708-4457"	"PASS"	"骯髒"	""	""
"th5000-cand-20260708-4460"	"PASS"	"髮夾"	""	""
"th5000-cand-20260708-4463"	"PASS"	"法政大學"	""	""
"th5000-cand-20260708-4466"	"PASS"	"有趣"	""	""
"th5000-cand-20260708-4469"	"PASS"	"平均而言"	""	""
"th5000-cand-20260708-4472"	"PASS"	"監禁"	""	""
"th5000-cand-20260708-4475"	"PASS"	"現在"	""	""
"th5000-cand-20260708-4478"	"PASS"	"每年"	""	""
"th5000-cand-20260708-4481"	"PASS"	"所以"	""	""
"th5000-cand-20260708-4484"	"PASS"	"最高法院"	""	""
"th5000-cand-20260708-4487"	"PASS"	"佛法"	""	""
"th5000-cand-20260708-4491"	"PASS"	"出發"	""	""
"th5000-cand-20260708-4494"	"PASS"	"制定預算"	""	""
"th5000-cand-20260708-4497"	"PASS"	"鷹架"	""	""
"th5000-cand-20260708-4501"	"PASS"	"打算"	""	""
"th5000-cand-20260708-4504"	"PASS"	"證人"	""	""
"th5000-cand-20260708-4508"	"PASS"	"模型"	""	""
"th5000-cand-20260708-4511"	"PASS"	"女兒"	""	""
"th5000-cand-20260708-4515"	"PASS"	"棉"	""	""
"th5000-cand-20260708-4518"	"PASS"	"比率"	""	""
"th5000-cand-20260708-4522"	"PASS"	"前臂盾"	""	""
"th5000-cand-20260708-4525"	"PASS"	"灰塵"	""	""
"th5000-cand-20260708-4528"	"PASS"	"長途"	""	""
"th5000-cand-20260708-4531"	"PASS"	"女攤販"	""	""
"th5000-cand-20260708-4534"	"PASS"	"專業能力"	""	""
"th5000-cand-20260708-4538"	"PASS"	"戒除"	""	""
"th5000-cand-20260708-4541"	"PASS"	"進一步學習"	""	""
"th5000-cand-20260708-4544"	"PASS"	"忍耐"	""	""
"th5000-cand-20260708-4547"	"PASS"	"榴蓮"	""	""
"th5000-cand-20260708-4550"	"PASS"	"水分"	""	""
"th5000-cand-20260708-4553"	"PASS"	"雅拉"	""	""
"th5000-cand-20260708-4556"	"PASS"	"穩定性"	""	""
"th5000-cand-20260708-4559"	"PASS"	"平方哇（四平方公尺）"	""	""
"th5000-cand-20260708-4562"	"PASS"	"批評"	""	""
"th5000-cand-20260708-4565"	"PASS"	"留下"	""	""
"th5000-cand-20260708-4568"	"PASS"	"刺痛"	""	""
"th5000-cand-20260708-4571"	"PASS"	"冬天"	""	""
"th5000-cand-20260708-4574"	"PASS"	"主持人"	""	""
"th5000-cand-20260708-4577"	"PASS"	"猛擊"	""	""
"th5000-cand-20260708-4581"	"PASS"	"畢業"	""	""
"th5000-cand-20260708-4584"	"PASS"	"巴蜀府"	""	""
"th5000-cand-20260708-4587"	"PASS"	"學期"	""	""
"th5000-cand-20260708-4590"	"PASS"	"平均數"	""	""
"th5000-cand-20260708-4594"	"PASS"	"加值型營業稅"	""	""
"th5000-cand-20260708-4597"	"PASS"	"每年"	""	""
